,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
3255,3256,R07.82,6,C,INTERCOSTAL PAIN,INTERCOSTAL PAIN,Intercostal pain,,1
3256,3257,R07.89,188,C,OTHER CHEST PAIN,OTHER CHEST PAIN,Other chest pain,,1
3257,3258,R07.9,400,C,CHEST PAIN UNSPECIFIED,CHEST PAIN UNSPECIFIED,"Chest pain, unspecified",,1
3258,3259,R09.02,104,C,HYPOXEMIA,HYPOXEMIA,Hypoxemia,,1
3259,3260,R09.1,6,C,PLEURISY,PLEURISY,Pleurisy,,1
3260,3261,R09.3,1,C,ABNORMAL SPUTUM,ABNORMAL SPUTUM,Abnormal sputum,,1
3261,3262,R09.81,53,C,NASAL CONGESTION,NASAL CONGESTION,Nasal congestion,,1
3262,3263,R09.82,93,C,POSTNASAL DRIP,POSTNASAL DRIP,Postnasal drip,,1
3263,3264,R09.89,177,C,OTH SPEC SX SIGNS INVLV CIRC RS,OTH SPEC SX & SIGNS INVLV THE CIRC & RESP SYS,Other specified symptoms and signs involving the circulatory and respiratory systems,,1
3264,3265,R10.0,3,C,ACUTE ABDOMEN,ACUTE ABDOMEN,Acute abdomen,,1
3265,3266,R10.10,15,C,"UPPER ABDOMINAL PAIN, UNSPECIFIED",UPPER ABDOMINAL PAIN UNSPECIFIED,"Upper abdominal pain, unspecified",,1
3266,3267,R10.11,51,C,RIGHT UPPER QUADRANT PAIN,RIGHT UPPER QUADRANT PAIN,Right upper quadrant pain,,1
3267,3268,R10.12,18,C,LEFT UPPER QUADRANT PAIN,LEFT UPPER QUADRANT PAIN,Left upper quadrant pain,,1
3268,3269,R10.13,142,C,EPIGASTRIC PAIN,EPIGASTRIC PAIN,Epigastric pain,,1
3269,3270,R10.2,61,C,PELVIC AND PERINEAL PAIN,PELVIC AND PERINEAL PAIN,Pelvic and perineal pain,,1
3270,3271,R10.30,54,C,LOWER ABDOMINAL PAIN UNSPECIFIED,LOWER ABDOMINAL PAIN UNSPECIFIED,"Lower abdominal pain, unspecified",,1
3271,3272,R10.31,43,C,RIGHT LOWER QUADRANT PAIN,RIGHT LOWER QUADRANT PAIN,Right lower quadrant pain,,1
3272,3273,R10.32,78,C,LEFT LOWER QUADRANT PAIN,LEFT LOWER QUADRANT PAIN,Left lower quadrant pain,,1
3273,3274,R10.33,11,C,PERIUMBILICAL PAIN,PERIUMBILICAL PAIN,Periumbilical pain,,1
3274,3275,R10.811,4,C,RUQ ABDOMINAL TENDERNESS,RIGHT UPPER QUADRANT ABDOMINAL TENDERNESS,Right upper quadrant abdominal tenderness,,1
3275,3276,R10.812,3,C,LUQ ABDOMINAL TENDERNESS,LEFT UPPER QUADRANT ABDOMINAL TENDERNESS,Left upper quadrant abdominal tenderness,,1
3276,3277,R10.813,7,C,RT LOWER QUADRANT ABD TENDERNESS,RIGHT LOWER QUADRANT ABDOMINAL TENDERNESS,Right lower quadrant abdominal tenderness,,1
3277,3278,R10.814,8,C,LLQ ABDOMINAL TENDERNESS,LEFT LOWER QUADRANT ABDOMINAL TENDERNESS,Left lower quadrant abdominal tenderness,,1
3278,3279,R10.815,1,C,PERIUMBILIC ABDOMINAL TENDERNESS,PERIUMBILIC ABDOMINAL TENDERNESS,Periumbilic abdominal tenderness,,1
3279,3280,R10.816,2,C,EPIGASTRIC ABDOMINAL TENDERNESS,EPIGASTRIC ABDOMINAL TENDERNESS,Epigastric abdominal tenderness,,1
3280,3281,R10.817,5,C,GENERALIZED ABDOMINAL TENDERNESS,GENERALIZED ABDOMINAL TENDERNESS,Generalized abdominal tenderness,,1
3281,3282,R10.819,5,C,ABDOMINAL TENDERNESS UNS SITE,ABDOMINAL TENDERNESS UNSPECIFIED SITE,"Abdominal tenderness, unspecified site",,1
3282,3283,R10.824,1,C,LLQ REBOUND ABDOMINAL TENDERNESS,LEFT LOWER QUADRANT REBOUND ABDOMINAL TENDERNESS,Left lower quadrant rebound abdominal tenderness,,1
3283,3284,R10.827,1,C,GENERALIZED REBOUND ABD TENDERNESS,GENERALIZED REBOUND ABDOMINAL TENDERNESS,Generalized rebound abdominal tenderness,,1
3284,3285,R10.84,102,C,GENERALIZED ABDOMINAL PAIN,GENERALIZED ABDOMINAL PAIN,Generalized abdominal pain,,1
3285,3286,R10.9,510,C,UNSPECIFIED ABDOMINAL PAIN,UNSPECIFIED ABDOMINAL PAIN,Unspecified abdominal pain,,1
3286,3287,R11.0,196,C,NAUSEA,NAUSEA,Nausea,,1
3287,3288,R11.10,27,C,VOMITING UNSPECIFIED,VOMITING UNSPECIFIED,"Vomiting, unspecified",,1
3288,3289,R11.11,4,C,VOMITING WITHOUT NAUSEA,VOMITING WITHOUT NAUSEA,Vomiting without nausea,,1
3289,3290,R11.12,1,C,PROJECTILE VOMITING,PROJECTILE VOMITING,Projectile vomiting,,1
3290,3291,R11.14,3,C,BILIOUS VOMITING,BILIOUS VOMITING,Bilious vomiting,,1
3291,3292,R11.15,1,,,,,,
3292,3293,R11.2,64,C,NAUSEA WITH VOMITING UNSPECIFIED,NAUSEA WITH VOMITING UNSPECIFIED,"Nausea with vomiting, unspecified",,1
3293,3294,R12,18,C,HEARTBURN,HEARTBURN,Heartburn,,1
3294,3295,R13.0,1,C,APHAGIA,APHAGIA,Aphagia,,1
3295,3296,R13.10,340,C,DYSPHAGIA UNSPECIFIED,DYSPHAGIA UNSPECIFIED,"Dysphagia, unspecified",,1
3296,3297,R13.11,2,C,DYSPHAGIA ORAL PHASE,DYSPHAGIA ORAL PHASE,"Dysphagia, oral phase",,1
3297,3298,R13.12,16,C,DYSPHAGIA OROPHARYNGEAL PHASE,DYSPHAGIA OROPHARYNGEAL PHASE,"Dysphagia, oropharyngeal phase",,1
3298,3299,R13.13,6,C,DYSPHAGIA PHARYNGEAL PHASE,DYSPHAGIA PHARYNGEAL PHASE,"Dysphagia, pharyngeal phase",,1
3299,3300,R13.14,9,C,DYSPHAGIA PHARYNGOESOPHAGEAL PHASE,DYSPHAGIA PHARYNGOESOPHAGEAL PHASE,"Dysphagia, pharyngoesophageal phase",,1
3300,3301,R13.19,5,C,OTHER DYSPHAGIA,OTHER DYSPHAGIA,Other dysphagia,,1
3301,3302,R14.0,64,C,ABDOMINAL DISTENSION GASEOUS,ABDOMINAL DISTENSION GASEOUS,Abdominal distension (gaseous),,1
3302,3303,R14.1,10,C,GAS PAIN,GAS PAIN,Gas pain,,1
3303,3304,R14.2,12,C,ERUCTATION,ERUCTATION,Eructation,,1
3304,3305,R14.3,13,C,FLATULENCE,FLATULENCE,Flatulence,,1
3305,3306,R15.0,2,C,INCOMPLETE DEFECATION,INCOMPLETE DEFECATION,Incomplete defecation,,1
3306,3307,R15.1,3,C,FECAL SMEARING,FECAL SMEARING,Fecal smearing,,1
3307,3308,R15.2,6,C,FECAL URGENCY,FECAL URGENCY,Fecal urgency,,1
3308,3309,R15.9,83,C,FULL INCONTINENCE OF FECES,FULL INCONTINENCE OF FECES,Full incontinence of feces,,1
3309,3310,R16.0,25,C,HEPATOMEGALY NEC,HEPATOMEGALY NOT ELSEWHERE CLASSIFIED,"Hepatomegaly, not elsewhere classified",,1
3310,3311,R16.1,5,C,SPLENOMEGALY NEC,SPLENOMEGALY NOT ELSEWHERE CLASSIFIED,"Splenomegaly, not elsewhere classified",,1
3311,3312,R16.2,1,C,HEPATOMEGALY WITH SPLENOMEGALY NEC,HEPATOMEGALY WITH SPLENOMEGALY NEC,"Hepatomegaly with splenomegaly, not elsewhere classified",,1
3312,3313,R17,25,C,UNSPECIFIED JAUNDICE,UNSPECIFIED JAUNDICE,Unspecified jaundice,,1
3313,3314,R18.8,20,C,OTHER ASCITES,OTHER ASCITES,Other ascites,,1
3314,3315,R19.00,12,C,INTRA-ABD PELV SWELL MASS LUMP,INTRA-ABD & PELVIC SWELLING MASS & LUMP UNS SITE,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",,1
3315,3316,R19.02,1,C,LUQ ABDOMINAL SWELLING MASS & LUMP,LUQ ABDOMINAL SWELLING MASS & LUMP,"Left upper quadrant abdominal swelling, mass and lump",,1
3316,3317,R19.03,3,C,RT LOWER QUAD ABD SWELL MASS LUMP,RT LOWER QUADRANT ABDOMINAL SWELLING MASS & LUMP,"Right lower quadrant abdominal swelling, mass and lump",,1
3317,3318,R19.04,1,C,LLQ ABDOMINAL SWELLING MASS & LUMP,LLQ ABDOMINAL SWELLING MASS & LUMP,"Left lower quadrant abdominal swelling, mass and lump",,1
3318,3319,R19.09,7,C,OTH INTRA-ABD PELV SWELL MASS LUMP,OTH INTRA-ABD & PELVIC SWELLING MASS & LUMP,"Other intra-abdominal and pelvic swelling, mass and lump",,1
3319,3320,R19.4,16,C,CHANGE IN BOWEL HABIT,CHANGE IN BOWEL HABIT,Change in bowel habit,,1
3320,3321,R19.5,111,C,OTHER FECAL ABNORMALITIES,OTHER FECAL ABNORMALITIES,Other fecal abnormalities,,1
3321,3322,R19.7,421,C,DIARRHEA UNSPECIFIED,DIARRHEA UNSPECIFIED,"Diarrhea, unspecified",,1
3322,3323,R19.8,39,C,OTH SPEC SX SIGNS DIGESTV SYS ABD,OTH SPEC SX & SIGNS INVLV THE DIGESTV SYS & ABD,Other specified symptoms and signs involving the digestive system and abdomen,,1
3323,3324,R20.0,127,C,ANESTHESIA OF SKIN,ANESTHESIA OF SKIN,Anesthesia of skin,,1
3324,3325,R20.1,4,C,HYPOESTHESIA OF SKIN,HYPOESTHESIA OF SKIN,Hypoesthesia of skin,,1
3325,3326,R20.2,103,C,PARESTHESIA OF SKIN,PARESTHESIA OF SKIN,Paresthesia of skin,,1
3326,3327,R20.3,2,C,HYPERESTHESIA,HYPERESTHESIA,Hyperesthesia,,1
3327,3328,R20.8,19,C,OTHER DISTURBANCES SKIN SENSATION,OTHER DISTURBANCES OF SKIN SENSATION,Other disturbances of skin sensation,,1
3328,3329,R20.9,26,C,UNS DISTURBANCES OF SKIN SENSATION,UNSPECIFIED DISTURBANCES OF SKIN SENSATION,Unspecified disturbances of skin sensation,,1
3329,3330,R21,455,C,RASH OTH NONSPECIFIC SKIN ERUPTION,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Rash and other nonspecific skin eruption,,1
3330,3331,R22.0,31,C,LOCALIZED SWELLING MASS & LUMP HEAD,LOCALIZED SWELLING MASS AND LUMP HEAD,"Localized swelling, mass and lump, head",,1
3331,3332,R22.1,53,C,LOCALIZED SWELLING MASS & LUMP NECK,LOCALIZED SWELLING MASS AND LUMP NECK,"Localized swelling, mass and lump, neck",,1
3332,3333,R22.2,21,C,LOCALIZD SWELLING MASS & LUMP TRUNK,LOCALIZED SWELLING MASS AND LUMP TRUNK,"Localized swelling, mass and lump, trunk",,1
3333,3334,R22.30,2,C,LOC SWELL MASS LUMP UNS UPPER LIMB,LOCALIZED SWELLING MASS & LUMP UNS UPPER LIMB,"Localized swelling, mass and lump, unspecified upper limb",,1
3334,3335,R22.31,14,C,LOC SWELL MASS LUMP RT UPPER LIMB,LOCALIZED SWELLING MASS & LUMP RIGHT UPPER LIMB,"Localized swelling, mass and lump, right upper limb",,1
3335,3336,R22.32,22,C,LOC SWELL MASS LUMP LT UPPER LIMB,LOCALIZED SWELLING MASS AND LUMP LEFT UPPER LIMB,"Localized swelling, mass and lump, left upper limb",,1
3336,3337,R22.33,2,C,LOC SWELL MASS LUMP UP LIMB BIL,LOC SWELLING MASS & LUMP UPPER LIMB BILATERAL,"Localized swelling, mass and lump, upper limb, bilateral",,1
3337,3338,R22.40,4,C,LOC SWELL MASS LUMP UNS LOWER LIMB,LOCALIZED SWELLING MASS & LUMP UNS LOWER LIMB,"Localized swelling, mass and lump, unspecified lower limb",,1
3338,3339,R22.41,10,C,LOC SWELL MASS LUMP RT LOWER LIMB,LOCALIZED SWELLING MASS & LUMP RIGHT LOWER LIMB,"Localized swelling, mass and lump, right lower limb",,1
3339,3340,R22.42,14,C,LOC SWELL MASS LUMP LT LOWER LIMB,LOCALIZED SWELLING MASS AND LUMP LEFT LOWER LIMB,"Localized swelling, mass and lump, left lower limb",,1
3340,3341,R22.43,19,C,LOC SWELL MASS LUMP LOW LIMB BIL,LOC SWELLING MASS & LUMP LOWER LIMB BILATERAL,"Localized swelling, mass and lump, lower limb, bilateral",,1
3341,3342,R22.9,53,C,LOCALIZED SWELLING MASS & LUMP UNS,LOCALIZED SWELLING MASS AND LUMP UNSPECIFIED,"Localized swelling, mass and lump, unspecified",,1
3342,3343,R23.0,5,C,CYANOSIS,CYANOSIS,Cyanosis,,1
3343,3344,R23.1,9,C,PALLOR,PALLOR,Pallor,,1
3344,3345,R23.2,46,C,FLUSHING,FLUSHING,Flushing,,1
3345,3346,R23.3,6,C,SPONTANEOUS ECCHYMOSES,SPONTANEOUS ECCHYMOSES,Spontaneous ecchymoses,,1
3346,3347,R23.4,19,C,CHANGES IN SKIN TEXTURE,CHANGES IN SKIN TEXTURE,Changes in skin texture,,1
3347,3348,R23.8,67,C,OTHER SKIN CHANGES,OTHER SKIN CHANGES,Other skin changes,,1
3348,3349,R23.9,3,C,UNSPECIFIED SKIN CHANGES,UNSPECIFIED SKIN CHANGES,Unspecified skin changes,,1
3349,3350,R25.0,2,C,ABNORMAL HEAD MOVEMENTS,ABNORMAL HEAD MOVEMENTS,Abnormal head movements,,1
3350,3351,R25.1,161,C,TREMOR UNSPECIFIED,TREMOR UNSPECIFIED,"Tremor, unspecified",,1
3351,3352,R25.2,178,C,CRAMP AND SPASM,CRAMP AND SPASM,Cramp and spasm,,1
3352,3353,R25.3,12,C,FASCICULATION,FASCICULATION,Fasciculation,,1
3353,3354,R25.8,2,C,OTH ABNORMAL INVOLUNTARY MOVEMENTS,OTHER ABNORMAL INVOLUNTARY MOVEMENTS,Other abnormal involuntary movements,,1
3354,3355,R25.9,37,C,UNS ABNORMAL INVOLUNTARY MOVEMENTS,UNSPECIFIED ABNORMAL INVOLUNTARY MOVEMENTS,Unspecified abnormal involuntary movements,,1
3355,3356,R26.0,20,C,ATAXIC GAIT,ATAXIC GAIT,Ataxic gait,,1
3356,3357,R26.2,80,C,DIFFICULTY IN WALKING NEC,DIFFICULTY IN WALKING NOT ELSEWHERE CLASSIFIED,"Difficulty in walking, not elsewhere classified",,1
3357,3358,R26.81,570,C,UNSTEADINESS ON FEET,UNSTEADINESS ON FEET,Unsteadiness on feet,,1
3358,3359,R26.89,481,C,OTHER ABNORMALITIES GAIT & MOBILITY,OTHER ABNORMALITIES OF GAIT AND MOBILITY,Other abnormalities of gait and mobility,,1
3359,3360,R26.9,452,C,UNS ABNORMALITIES GAIT & MOBILITY,UNSPECIFIED ABNORMALITIES OF GAIT AND MOBILITY,Unspecified abnormalities of gait and mobility,,1
3360,3361,R27.0,36,C,ATAXIA UNSPECIFIED,ATAXIA UNSPECIFIED,"Ataxia, unspecified",,1
3361,3362,R27.8,4,C,OTHER LACK OF COORDINATION,OTHER LACK OF COORDINATION,Other lack of coordination,,1
3362,3363,R27.9,3,C,UNSPECIFIED LACK OF COORDINATION,UNSPECIFIED LACK OF COORDINATION,Unspecified lack of coordination,,1
3363,3364,R29.2,3,C,ABNORMAL REFLEX,ABNORMAL REFLEX,Abnormal reflex,,1
3364,3365,R29.3,6,C,ABNORMAL POSTURE,ABNORMAL POSTURE,Abnormal posture,,1
3365,3366,R29.6,402,C,REPEATED FALLS,REPEATED FALLS,Repeated falls,,1
3366,3367,R29.810,3,C,FACIAL WEAKNESS,FACIAL WEAKNESS,Facial weakness,,1
3367,3368,R29.818,22,C,OTHER SYMPTOMS SIGNS INVOLVING NS,OTHER SYMPTOMS & SIGNS INVOLVING THE NS,Other symptoms and signs involving the nervous system,,1
3368,3369,R29.890,1,C,LOSS OF HEIGHT,LOSS OF HEIGHT,Loss of height,,1
3369,3370,R29.898,167,C,OTH SX & SYMP INVOLV MUSCULOSKELTAL,OTH SYMPTOMS & SIGNS INVOLV MUSCULOSKELETAL SYS,Other symptoms and signs involving the musculoskeletal system,,1
3370,3371,R29.90,4,C,UNS SYMPTOMS SIGNS INVOLVING NS,UNS SYMPTOMS & SIGNS INVOLV THE NERVOUS SYSTEM,Unspecified symptoms and signs involving the nervous system,,1
3371,3372,R29.91,8,C,UNS SX SIGNS INVLV MSK SYS,UNS SX & SIGNS INVLV THE MUSCULOSKELETAL SYSTEM,Unspecified symptoms and signs involving the musculoskeletal system,,1
3372,3373,R30.0,417,C,DYSURIA,DYSURIA,Dysuria,,1
3373,3374,R30.9,5,C,PAINFUL MICTURITION UNSPECIFIED,PAINFUL MICTURITION UNSPECIFIED,"Painful micturition, unspecified",,1
3374,3375,R31.0,18,C,GROSS HEMATURIA,GROSS HEMATURIA,Gross hematuria,,1
3375,3376,R31.1,3,C,BEN ESSENTIAL MICROSCOPIC HEMATURIA,BENIGN ESSENTIAL MICROSCOPIC HEMATURIA,Benign essential microscopic hematuria,,1
3376,3377,R31.2,3,I,OTHER MICROSCOPIC HEMATURIA,OTHER MICROSCOPIC HEMATURIA,Other microscopic hematuria,,1
3377,3378,R31.21,4,C,ASYMPTOMATIC MICROSCOPIC HEMATURIA,ASYMPTOMATIC MICROSCOPIC HEMATURIA,Asymptomatic microscopic hematuria,,1
3378,3379,R31.29,13,C,OTHER MICROSCOPIC HEMATURIA,OTHER MICROSCOPIC HEMATURIA,Other microscopic hematuria,,1
3379,3380,R31.9,168,C,HEMATURIA UNSPECIFIED,HEMATURIA UNSPECIFIED,"Hematuria, unspecified",,1
3380,3381,R32,570,C,UNSPECIFIED URINARY INCONTINENCE,UNSPECIFIED URINARY INCONTINENCE,Unspecified urinary incontinence,,1
3381,3382,R33.8,12,C,OTHER RETENTION OF URINE,OTHER RETENTION OF URINE,Other retention of urine,,1
3382,3383,R33.9,77,C,RETENTION OF URINE UNSPECIFIED,RETENTION OF URINE UNSPECIFIED,"Retention of urine, unspecified",,1
3383,3384,R34,10,C,ANURIA AND OLIGURIA,ANURIA AND OLIGURIA,Anuria and oliguria,,1
3384,3385,R35.0,356,C,FREQUENCY OF MICTURITION,FREQUENCY OF MICTURITION,Frequency of micturition,,1
3385,3386,R35.1,217,C,NOCTURIA,NOCTURIA,Nocturia,,1
3386,3387,R35.8,24,C,OTHER POLYURIA,OTHER POLYURIA,Other polyuria,,1
3387,3388,R36.1,7,C,HEMATOSPERMIA,HEMATOSPERMIA,Hematospermia,,1
3388,3389,R36.9,4,C,URETHRAL DISCHARGE UNSPECIFIED,URETHRAL DISCHARGE UNSPECIFIED,"Urethral discharge, unspecified",,1
3389,3390,R37,4,C,SEXUAL DYSFUNCTION UNSPECIFIED,SEXUAL DYSFUNCTION UNSPECIFIED,"Sexual dysfunction, unspecified",,1
3390,3391,R39.11,27,C,HESITANCY OF MICTURITION,HESITANCY OF MICTURITION,Hesitancy of micturition,,1
3391,3392,R39.12,9,C,POOR URINARY STREAM,POOR URINARY STREAM,Poor urinary stream,,1
3392,3393,R39.14,14,C,FEELING INCOMPLETE BLADDER EMPTYING,FEELING OF INCOMPLETE BLADDER EMPTYING,Feeling of incomplete bladder emptying,,1
3393,3394,R39.15,40,C,URGENCY OF URINATION,URGENCY OF URINATION,Urgency of urination,,1
3394,3395,R39.16,8,C,STRAINING TO VOID,STRAINING TO VOID,Straining to void,,1
3395,3396,R39.19,4,I,OTHER DIFFICULTIES WITH MICTURITION,OTHER DIFFICULTIES WITH MICTURITION,Other difficulties with micturition,,1
3396,3397,R39.198,18,C,OTHER DIFFICULTIES WITH MICTURITION,OTHER DIFFICULTIES WITH MICTURITION,Other difficulties with micturition,,1
3397,3398,R39.81,46,C,FUNCTIONAL URINARY INCONTINENCE,FUNCTIONAL URINARY INCONTINENCE,Functional urinary incontinence,,1
3398,3399,R39.89,20,C,OTH SYMPTOMS SIGNS INVLV GU SYSTEM,OTH SYMPTOMS & SIGNS INVOLVING THE GU SYSTEM,Other symptoms and signs involving the genitourinary system,,1
3399,3400,R39.9,202,C,UNS SYMPTOMS SIGNS INVLV GU SYSTEM,UNS SYMPTOMS & SIGNS INVOLVING THE GU SYSTEM,Unspecified symptoms and signs involving the genitourinary system,,1
3400,3401,R40.0,20,C,SOMNOLENCE,SOMNOLENCE,Somnolence,,1
3401,3402,R40.20,3,C,UNSPECIFIED COMA,UNSPECIFIED COMA,Unspecified coma,,1
3402,3403,R40.4,2,C,TRANSIENT ALTERATION OF AWARENESS,TRANSIENT ALTERATION OF AWARENESS,Transient alteration of awareness,,1
3403,3404,R41.0,50,C,DISORIENTATION UNSPECIFIED,DISORIENTATION UNSPECIFIED,"Disorientation, unspecified",,1
3404,3405,R41.1,7,C,ANTEROGRADE AMNESIA,ANTEROGRADE AMNESIA,Anterograde amnesia,,1
3405,3406,R41.2,1,C,RETROGRADE AMNESIA,RETROGRADE AMNESIA,Retrograde amnesia,,1
3406,3407,R41.3,931,C,OTHER AMNESIA,OTHER AMNESIA,Other amnesia,,1
3407,3408,R41.81,14,C,AGE-RELATED COGNITIVE DECLINE,AGE-RELATED COGNITIVE DECLINE,Age-related cognitive decline,,1
3408,3409,R41.82,29,C,ALTERED MENTAL STATUS UNSPECIFIED,ALTERED MENTAL STATUS UNSPECIFIED,"Altered mental status, unspecified",,1
3409,3410,R41.840,7,C,ATTENTION AND CONCENTRATION DEFICIT,ATTENTION AND CONCENTRATION DEFICIT,Attention and concentration deficit,,1
3410,3411,R41.89,394,C,OTH SX SIGNS COG FUNC & AWARENESS,OTH SX & SIGNS INVLV COGNITIVE FUNC & AWARENESS,Other symptoms and signs involving cognitive functions and awareness,,1
3411,3412,R41.9,1,C,UNS SX SIGNS COG FUNC & AWARENESS,UNS SX & SIGNS INVLV COGNITIVE FUNC & AWARENESS,Unspecified symptoms and signs involving cognitive functions and awareness,,1
3412,3413,R42,744,C,DIZZINESS AND GIDDINESS,DIZZINESS AND GIDDINESS,Dizziness and giddiness,,1
3413,3414,R43.0,11,C,ANOSMIA,ANOSMIA,Anosmia,,1
3414,3415,R43.2,12,C,PARAGEUSIA,PARAGEUSIA,Parageusia,,1
3415,3416,R43.8,3,C,OTHER DISTURBANCES OF SMELL & TASTE,OTHER DISTURBANCES OF SMELL AND TASTE,Other disturbances of smell and taste,,1
3416,3417,R43.9,4,C,UNS DISTURBANCES SMELL & TASTE,UNSPECIFIED DISTURBANCES OF SMELL AND TASTE,Unspecified disturbances of smell and taste,,1
3417,3418,R44.0,5,C,AUDITORY HALLUCINATIONS,AUDITORY HALLUCINATIONS,Auditory hallucinations,,1
3418,3419,R44.1,25,C,VISUAL HALLUCINATIONS,VISUAL HALLUCINATIONS,Visual hallucinations,,1
3419,3420,R44.2,2,C,OTHER HALLUCINATIONS,OTHER HALLUCINATIONS,Other hallucinations,,1
3420,3421,R44.3,48,C,HALLUCINATIONS UNSPECIFIED,HALLUCINATIONS UNSPECIFIED,"Hallucinations, unspecified",,1
3421,3422,R44.8,1,C,OTH SX SIGNS GEN SENS & PERCEPTIONS,OTH SX & SIGNS INVLV GEN SENSATION & PERCEPTIONS,Other symptoms and signs involving general sensations and perceptions,,1
3422,3423,R45.0,3,C,NERVOUSNESS,NERVOUSNESS,Nervousness,,1
3423,3424,R45.1,69,C,RESTLESSNESS AND AGITATION,RESTLESSNESS AND AGITATION,Restlessness and agitation,,1
3424,3425,R45.3,2,C,DEMORALIZATION AND APATHY,DEMORALIZATION AND APATHY,Demoralization and apathy,,1
3425,3426,R45.4,3,C,IRRITABILITY AND ANGER,IRRITABILITY AND ANGER,Irritability and anger,,1
3426,3427,R45.7,1,C,STATE EMOTIONAL SHOCK & STRESS UNS,STATE OF EMOTIONAL SHOCK AND STRESS UNSPECIFIED,"State of emotional shock and stress, unspecified",,1
3427,3428,R45.82,1,C,WORRIES,WORRIES,Worries,,1
3428,3429,R45.84,2,C,ANHEDONIA,ANHEDONIA,Anhedonia,,1
3429,3430,R45.851,5,C,SUICIDAL IDEATIONS,SUICIDAL IDEATIONS,Suicidal ideations,,1
3430,3431,R45.86,5,C,EMOTIONAL LABILITY,EMOTIONAL LABILITY,Emotional lability,,1
3431,3432,R45.87,1,C,IMPULSIVENESS,IMPULSIVENESS,Impulsiveness,,1
3432,3433,R45.89,6,C,OTH SX SIGNS INVLV EMOTIONAL STATE,OTHER SYMPTOMS & SIGNS INVOLVING EMOTIONAL STATE,Other symptoms and signs involving emotional state,,1
3433,3434,R46.0,4,C,VERY LOW LEVEL OF PERSONAL HYGIENE,VERY LOW LEVEL OF PERSONAL HYGIENE,Very low level of personal hygiene,,1
3434,3435,R46.2,1,C,STRANGE AND INEXPLICABLE BEHAVIOR,STRANGE AND INEXPLICABLE BEHAVIOR,Strange and inexplicable behavior,,1
3435,3436,R46.89,25,C,OTH SX SIGNS INVLV APPEAR BEHAVIOR,OTH SYMPTOMS & SIGNS INVOLVING APPEAR & BEHAVIOR,Other symptoms and signs involving appearance and behavior,,1
3436,3437,R47.01,23,C,APHASIA,APHASIA,Aphasia,,1
3437,3438,R47.02,3,C,DYSPHASIA,DYSPHASIA,Dysphasia,,1
3438,3439,R47.1,8,C,DYSARTHRIA AND ANARTHRIA,DYSARTHRIA AND ANARTHRIA,Dysarthria and anarthria,,1
3439,3440,R47.81,7,C,SLURRED SPEECH,SLURRED SPEECH,Slurred speech,,1
3440,3441,R47.89,5,C,OTHER SPEECH DISTURBANCES,OTHER SPEECH DISTURBANCES,Other speech disturbances,,1
3441,3442,R47.9,6,C,UNSPECIFIED SPEECH DISTURBANCES,UNSPECIFIED SPEECH DISTURBANCES,Unspecified speech disturbances,,1
3442,3443,R48.1,4,C,AGNOSIA,AGNOSIA,Agnosia,,1
3443,3444,R48.2,1,C,APRAXIA,APRAXIA,Apraxia,,1
3444,3445,R48.9,1,C,UNSPECIFIED SYMBOLIC DYSFUNCTIONS,UNSPECIFIED SYMBOLIC DYSFUNCTIONS,Unspecified symbolic dysfunctions,,1
3445,3446,R49.0,64,C,DYSPHONIA,DYSPHONIA,Dysphonia,,1
3446,3447,R49.1,2,C,APHONIA,APHONIA,Aphonia,,1
3447,3448,R49.8,1,C,OTHER VOICE AND RESONANCE DISORDERS,OTHER VOICE AND RESONANCE DISORDERS,Other voice and resonance disorders,,1
3448,3449,R49.9,11,C,UNS VOICE & RESONANCE DISORDER,UNSPECIFIED VOICE RESONANCE DISORDER,Unspecified voice and resonance disorder,,1
3449,3450,R50.81,1,C,FEVER PRESENTING W/COND CLASS ELSW,FEVER PRESENTING W/COND CLASSIFIED ELSEWHERE,Fever presenting with conditions classified elsewhere,,1
3450,3451,R50.9,104,C,FEVER UNSPECIFIED,FEVER UNSPECIFIED,"Fever, unspecified",,1
3451,3452,R51,508,C,HEADACHE,HEADACHE,Headache,,1
3452,3453,R52,129,C,PAIN UNSPECIFIED,PAIN UNSPECIFIED,"Pain, unspecified",,1
3453,3454,R53.0,1,C,NEOPLASTIC MALIG RELATED FATIGUE,NEOPLASTIC MALIGNANT RELATED FATIGUE,Neoplastic (malignant) related fatigue,,1
3454,3455,R53.1,238,C,WEAKNESS,WEAKNESS,Weakness,,1
3455,3456,R53.2,1,C,FUNCTIONAL QUADRIPLEGIA,FUNCTIONAL QUADRIPLEGIA,Functional quadriplegia,,1
3456,3457,R53.81,218,C,OTHER MALAISE,OTHER MALAISE,Other malaise,,1
3457,3458,R53.82,81,C,CHRONIC FATIGUE UNSPECIFIED,CHRONIC FATIGUE UNSPECIFIED,"Chronic fatigue, unspecified",,1
3458,3459,R53.83,713,C,OTHER FATIGUE,OTHER FATIGUE,Other fatigue,,1
3459,3460,R54,53,C,AGE-RELATED PHYSICAL DEBILITY,AGE-RELATED PHYSICAL DEBILITY,Age-related physical debility,,1
